COMID_hr,lagoslakeid,nhdplusv2_comid,Permanent_Identifier,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKM,Elevation,REACHCODE,FTYPE,FCODE,VisibilityFilter,Shape_Length,Shape_Area,VPUID,fdate,resolution,gnis_id,gnis_name,areasqkm,elevation,reachcode,ftype,fcode,shape_length,shape_area,onoffnet,purpcode,purpdesc,meandepth,lakevolume,maxdepth,meandused,meandcode,lakearea,areasqm,in_maxdepth_training,maxdepth_m_prediction_heathcote,maxdepth_m_prediction_hollister,maxdepth_m_prediction_khazaei,maxdepth_m_prediction_oliver,maxdepth_m_prediction_sobek,maxdepth_m_prediction_rf,in_meandepth_training,meandepth_m_prediction_messager,meandepth_m_prediction_khazaei,meandepth_m_prediction_rf,lake_meandepth_m,lake_maxdepth_m,area,best_maxdepth,best_meandepth,cone_volume,HYBAS_ID,MAIN_BAS,pre_mm_uyr,aet_mm_uyr,pet_mm_uyr,crp_pc_use,wet_pc_ug2,Shape,HUC04,apr_recharge_Ly,Flow_in_m3s
35000900086191,447062,17883144,137168678,2005-07-20T21:17:23Z,2,NA,NA,0.021,NA,13010004000544,390,39004,0,0.005707033718667144,2.1400863800248056e-6,1301,1999-06-23T04:00:00Z,Medium, , ,0.022,0,13010004000544,LakePond,39004,0.00544391529054801,2.20616849760871e-6,1, , ,0.017810943,383.5272958,7.552287168376213,0.02,2,21533.2341499,21000,FALSE,1.9912252260599417,5.881147001506971,4.791450601999974,0.600628502785654,-4.750042785368155,7.552287168376213,FALSE,3.514592622575325,3.400659467047612,10.728624559999986,NA,NA,20888.24571090551,7.552287168376213,10.728624559999986,52584.676684120386,7100591410,7100049270,360,301,985,13,0,"c(-105.975976903434, 37.9128822154286)",1301,59,3.928843226788432e-5
35000900086444,447075,17887066,125208543,2004-09-17T01:11:23Z,2,NA,NA,0.017,NA,13010003000749,390,39004,0,0.006474074122211883,1.7316051746233453e-6,1301,1999-06-23T04:00:00Z,Medium, , ,0.028,0,13010003000749,LakePond,39004,0.00758368701037576,2.84523750894198e-6,1, , ,5.018498497,139031.6292,6.677250385758067,5.018498497,4,27703.8396784,17000,FALSE,11.55479286204731,10.903731528397511,7.339108799999965,7.246116749926841,17.535408212915616,6.677250385758067,FALSE,4.030836190358597,6.7276103878095155,4.286108159999987,NA,NA,16860.498879192226,6.677250385758067,4.286108159999987,37527.25754838659,7100590150,7100049270,389,318,973,13,35,"c(-105.696851649714, 38.0930314088298)",1301,71,3.827371892440386e-5
35000900086478,447078,17889274,125209502,2004-09-17T01:12:02Z,2,00192450,Little Sand Creek Lakes,0.033,NA,13010003000777,390,39004,0,0.007655130127168724,3.394047816134166e-6,1301,1999-06-23T04:00:00Z,Medium, , ,0.032,0,13010003000777,LakePond,39004,0.00713346617485502,3.28700849204089e-6,1, , ,5.792824896,185875.5648,10.41585377165697,5.792824896,4,32087.2045808,33000,FALSE,15.417195648317929,13.719939250115385,12.641505919999968,7.1963026924094615,16.041951739381123,10.41585377165697,FALSE,4.114279405868976,7.5155513588571345,5.573904799999973,NA,NA,33132.07951406103,10.41585377165697,5.573904799999973,115032.96512312372,7100597190,7100049270,391,325,978,3,33,"c(-105.527938134399, 37.9025443994688)",1301,66,6.906392694063928e-5
35000900086511,447080,17899011,136496888,2005-06-28T11:44:11Z,2,00201677,Forbes Park Lake,0.184,NA,13010002001201,390,39004,0,0.024827937096530632,1.8696764955292477e-5,1301,1999-06-23T04:00:00Z,Medium,201677,Forbes Park Lake,0.093,0,13010002001201,LakePond,39004,0.017098888776289,9.48768504381438e-6,1, , ,2.718843867,253340.7754,8.665426048657565,2.718843867,4,93179.6012838,184000,FALSE,6.303752824946133,9.773098127079422,11.428929857351989,6.782673785209579,11.79158558496795,8.665426048657565,FALSE,3.909804578761516,7.162935620571424,2.9632165799999908,NA,NA,183623.22178338084,8.665426048657565,2.9632165799999908,530391.1497267112,7100601390,7100049270,491,424,918,0,0,"c(-105.185331136869, 37.4454449931762)",1301,67,3.909183155758498e-4
35000900086529,447084,17905747,136353733,2005-06-22T09:06:45Z,2,00187856,West Ute Lake,0.07,NA,13010001000721,390,39004,0,0.011039966915025436,7.146985628894186e-6,1301,2000-06-12T04:00:00Z,Medium,187856,West Ute Lake,0.082,0,13010001000721,LakePond,39004,0.011658366941609,8.35348055419854e-6,1, , ,3.811855052,311807.5599,10.234426015282782,3.811855052,4,81799.4208784,70000,FALSE,8.671365305938233,11.168971600679663,13.50919951862798,7.006519027883614,14.87828933104593,10.234426015282782,FALSE,3.965392376797321,8.568910485333324,5.213317859999984,NA,NA,69985.21319410071,10.234426015282782,5.213317859999984,238752.82886627203,7100595620,7100049270,910,566,704,0,0,"c(-107.480999582256, 37.6684379379472)",1301,344,7.635717909690512e-4
35000900086668,447101,17908411,136354128,2005-06-22T09:35:42Z,2,NA,NA,0.03,NA,13010001000747,390,39004,0,0.006834091136494676,3.0496182260756166e-6,1301,1999-11-19T05:00:00Z,Medium, , ,0.03,0,13010001000747,LakePond,39004,0.00690000401769214,3.09249690816268e-6,1, , ,2.775982348,84271.11224,8.550561872413063,2.775982348,4,30357.2233241,30000,FALSE,5.117923974451012,7.607347559341656,5.950459839999978,5.464210037298774,7.204597909520064,8.550561872413063,FALSE,3.7690965171909583,4.347477251047616,3.065190779999992,NA,NA,29936.342498342867,8.550561872413063,3.065190779999992,85324.18292194311,7100598290,7100049270,803,564,799,0,0,"c(-106.58789662602, 37.4818392426322)",1301,239,2.273592085235921e-4
35000900086750,447103,17875195,133158191,2007-12-27T02:16:44Z,2,00190868,Red Lake,0.076,NA,13010005000519,390,39004,0,0.014365903891898773,7.691668456132867e-6,1301,2000-06-12T04:00:00Z,Medium,190868,Red Lake,0.074,0,13010005000519,LakePond,39004,0.013539671810222101,7.50116754122451e-6,1, , ,2.985073308,220849.9391,8.991326285758525,2.985073308,4,73984.7637032,76000,FALSE,9.080212083767996,8.536177415966815,10.569644437037985,5.661952773715128,7.25242247063597,8.991326285758525,FALSE,3.879506633902708,6.87937597904761,3.29309995999999,NA,NA,75863.58003706002,8.991326285758525,3.29309995999999,227371.40043965448,7100609600,7100049270,834,585,791,3,0,"c(-106.479909403511, 37.1190202403362)",1301,249,6.000761035007611e-4
35000900086772,447104,17875217,133158617,2013-03-08T00:00:00Z,2,00190854,Trujillo Meadows Reservoir,0.28795013,NA,13010005000528,390,39004,0,0.03271123975492122,2.916916804615241e-5,1301,1999-11-19T05:00:00Z,Medium,190854,Trujillo Meadows Reservoir,0.29,0,13010005000528,LakePond,39004,0.03028440318182,2.93876154648215e-5,1, , ,5.007470362,1452702.269,18.49246388593665,5.007470362,4,290107.021057,287950.13,FALSE,9.483784339477378,14.81809221012274,21.23516152999997,7.25587623645583,13.856500253627608,18.49246388593665,FALSE,4.0750874996825805,8.813342466285713,8.152567696,NA,NA,287950.13235660427,18.49246388593665,8.152567696,1774969.141185061,7101102620,7100049270,774,588,824,8,0,"c(-106.45204691423, 37.0514677608496)",1301,186,0.0016983360026636225
35000900086787,447107,17875207,133158373,2005-03-20T05:08:25Z,2,00190862,Duck Lake,0.07100000000000001,NA,13010005000524,390,39004,0,0.012583761374179502,7.2306141641808e-6,1301,2000-06-12T04:00:00Z,Medium,190862,Duck Lake,0.074,0,13010005000524,LakePond,39004,0.0110455471046386,7.48319315242581e-6,1, , ,4.639410817,342480.0478,10.57603254572624,4.639410817,4,73819.7326313,71000.00000000001,FALSE,10.04352310552138,11.341827684277636,11.865730560187986,6.712657551932809,12.227224072355764,10.57603254572624,FALSE,3.978108201523528,5.046794662857142,5.294853819999988,NA,NA,71328.05290305256,10.57603254572624,5.294853819999988,251455.93630865566,7100609600,7100049270,834,585,791,3,0,"c(-106.428674086307, 37.106176413405)",1301,249,5.605974124809742e-4
35000900086793,447108,17897339,136497318,2013-03-08T00:00:00Z,2,00190821,Lost Lake,0.10518099,NA,13010002001230,390,39004,0,0.017000590230839215,1.0681481511209323e-5,1301,2000-06-12T04:00:00Z,Medium,190821,Lost Lake,0.102,0,13010002001230,LakePond,39004,0.0162995840353657,1.03083594659682e-5,1, , ,4.388530291,445465.9397,11.15475271788985,4.388530291,4,101506.858533,105180.99,FALSE,9.991634449892716,10.569915314470984,25.741329279999917,6.862787273756591,11.755044107048636,11.15475271788985,FALSE,4.027248934299704,8.549494422857133,4.703274355999986,NA,NA,105180.98970688424,11.15475271788985,4.703274355999986,391089.3102677371,7100605700,7100049270,574,471,910,5,12,"c(-106.42989053012, 37.2441196617846)",1301,103,3.435325332952816e-4
