"","time","A","P","DOC","I0","SA","zmix","zmax","Pin","DOCin","V_lake","V_epi","V_ratio","Qin","kDOC","kA","lA","pA","hA","mA","decay","cA","v","rec","Permanent_Identifier"
"964",10000,12.6475279505875,1.01161260704408,0.750869414993577,183.074188842773,1000,1.73780082874938,1.73780082874938,6.0746041067281,3.88554789911751,1158.53388583292,1158.53388583292,1,0.246575342465753,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"133158808"
"965",10000,26.9430004876913,0.991038561974314,0.936646312861994,197.51078578949,1000,1.73780082874938,1.73780082874938,4.65787245476736,2.06106928526989,1158.53388583292,1158.53388583292,1,0.86027397260274,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"133157353"
"966",10000,2.76387626121257,0.977230570939126,0.734226016209436,195.159609489441,1000,1.73780082874938,1.73780082874938,1.56898593052069,2.26267183999885,1158.53388583292,1158.53388583292,1,0.495890410958904,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"136496110"
"967",10000,85.613427645796,0.985278354381768,1.32191476262038,217.492280273438,1000,1.73780082874938,1.73780082874938,41.1032337442027,7.84786300781427,1158.53388583292,1158.53388583292,1,0.208219178082192,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"133157635"
"968",10000,1.40908888310726e-115,0.710293825647509,0.153949464557811,185.410250587463,21000,2.21706049544429,2.21706049544429,0,2.16196890927651,31038.8469362201,31038.8469362201,1,2.07123287671233,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"137168574"
"969",10000,27.3450486748827,1.06198809796165,1.03826579117912,175.305551452637,4000,1.94162251449292,1.94162251449292,5.77011004210785,2.75282257830634,5177.66003864779,5177.66003864779,1,2.79452054794521,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"136353647"
"970",10000,18.626013688056,1.05035738781584,0.226596959905322,161.617813606262,16000,2.16934986243438,2.16934986243438,15.7735437754906,2.24948343678264,23139.7318659668,23139.7318659668,1,2.27945205479452,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"137168779"
"971",10000,35.4721039757641,1.00568861974221,0.799246602436483,190.030510406494,1000,1.73780082874938,1.73780082874938,7.32317255501245,2.1380348288487,1158.53388583292,1158.53388583292,1,0.616438356164384,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"137168487"
"972",10000,19.3278892206021,0.971556951004885,0.891193745763513,203.705260543823,1000,1.73780082874938,1.73780082874938,4.13774012012393,2.24021163717831,1158.53388583292,1158.53388583292,1,0.682191780821918,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"130613582"
"973",10000,52.1169451702896,1.00746710628946,0.875417624722362,193.910296478272,2000,1.83688682689061,1.83688682689061,33.8043815651933,6.8375940001153,2449.18243585414,2449.18243585414,1,0.317808219178082,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"125214921"
"974",10000,1.70400409427248e-132,0.683039798453278,0.199822705082674,185.410250587463,5000,1.97659458086867,1.97659458086867,0,2.53166866409589,6588.64860289555,6588.64860289555,1,0.493150684931507,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"137168572"
"975",10000,34.6054799388903,0.979455406718681,0.653261108579242,199.365622406006,7000,2.03052267289016,2.03052267289016,7.23422316110728,1.80854060757625,9475.7724734874,9475.7724734874,1,4.77534246575342,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"133158354"
"976",10000,90.0913617622822,1.05389803088175,0.912606014080247,185.105518836975,3000,1.89744720303303,1.89744720303303,19.1859035002406,2.71779471145515,3794.89440606607,3794.89440606607,1,1.70958904109589,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"136495206"
"977",10000,54.5719707643496,1.07824023969317,0.503984295887354,163.314932365417,1000,1.73780082874938,1.73780082874938,21.0892176451862,2.41794458689451,1158.53388583292,1158.53388583292,1,0.271232876712329,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"137167878"
"978",10000,58.6332621580085,0.984456582624746,0.312909152772407,193.650315666199,11000,2.10528751423551,2.10528751423551,86.6216042934093,5.43560798028118,15438.7751043938,15438.7751043938,1,0.813698630136986,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"136496513"
"979",10000,46.8325419233211,0.984927095474695,0.53270909293016,195.435506782532,3000,1.89744720303303,1.89744720303303,27.2968048620814,3.78207323826945,3794.89440606607,3794.89440606607,1,0.550684931506849,0.115056012485032,0.000935181972656244,0.339788315297038,1.91893047852508,97.0063293659412,2.6617738415054,0.000594303984281217,0.0299119779056705,0.000761500819029477,0.996117807924821,"125212254"
